family,n,p,weight,algo,ws_beta,comm_ratio,grid_side,median_cpu_sec,n_samples,rank
GRID,36,0.1,uniform_1_9,ALT,,,6,6.18545018369332e-05,1000,4
GRID,64,0.1,uniform_1_9,BI_DIJKSTRA,,,8,6.810399645473808e-05,1000,1
GRID,64,0.1,uniform_1_9,ALT,,,8,8.897900261217728e-05,1000,2
GRID,64,0.1,uniform_1_9,A*,,,8,0.00010368749644840136,1000,3
GRID,64,0.1,uniform_1_9,DIJKSTRA,,,8,0.00011241700121900067,1000,4
GRID,144,0.1,uniform_1_9,ALT,,,12,0.00015677099509048276,1000,1
GRID,144,0.1,uniform_1_9,BI_DIJKSTRA,,,12,0.0001646034979785327,1000,2
GRID,144,0.1,uniform_1_9,A*,,,12,0.00025772899971343577,1000,3
GRID,144,0.1,uniform_1_9,DIJKSTRA,,,12,0.00028170850055175833,1000,4
GRID,256,0.1,uniform_1_9,ALT,,,16,0.00022239549798541702,1000,1
GRID,256,0.1,uniform_1_9,BI_DIJKSTRA,,,16,0.000283875000604894,1000,2
GRID,256,0.1,uniform_1_9,A*,,,16,0.0004240834969095886,1000,3
GRID,256,0.1,uniform_1_9,DIJKSTRA,,,16,0.00047583299965481274,1000,4
GRID,36,0.14,uniform_1_9,BI_DIJKSTRA,,,6,3.877050039591268e-05,1000,1
GRID,36,0.14,uniform_1_9,A*,,,6,5.912500273552723e-05,1000,2
GRID,36,0.14,uniform_1_9,DIJKSTRA,,,6,6.1395996453939e-05,1000,3
GRID,36,0.14,uniform_1_9,ALT,,,6,6.479199873865582e-05,1000,4
GRID,64,0.14,uniform_1_9,BI_DIJKSTRA,,,8,7.04374979250133e-05,1000,1
GRID,64,0.14,uniform_1_9,ALT,,,8,8.989549678517506e-05,1000,2
GRID,64,0.14,uniform_1_9,A*,,,8,0.00010843699783436023,1000,3
GRID,64,0.14,uniform_1_9,DIJKSTRA,,,8,0.00011539599654497579,1000,4
GRID,144,0.14,uniform_1_9,ALT,,,12,0.00014981249842094257,1000,1
GRID,144,0.14,uniform_1_9,BI_DIJKSTRA,,,12,0.00015345849897130392,1000,2
GRID,144,0.14,uniform_1_9,A*,,,12,0.00022964549862081185,1000,3
GRID,144,0.14,uniform_1_9,DIJKSTRA,,,12,0.0002627499961818103,1000,4
GRID,256,0.14,uniform_1_9,ALT,,,16,0.00021950000154902227,1000,1
GRID,256,0.14,uniform_1_9,BI_DIJKSTRA,,,16,0.00027954200049862266,1000,2
GRID,256,0.14,uniform_1_9,A*,,,16,0.0004180625001026783,1000,3
GRID,256,0.14,uniform_1_9,DIJKSTRA,,,16,0.00048289600090356544,1000,4
COMM,30,0.06,uniform_1_9,BI_DIJKSTRA,,3.0,,2.7750000299420208e-05,1000,1
COMM,30,0.06,uniform_1_9,DIJKSTRA,,3.0,,3.852050213026814e-05,1000,2
COMM,30,0.06,uniform_1_9,A*,,3.0,,4.5208500523585826e-05,1000,3
COMM,30,0.06,uniform_1_9,ALT,,3.0,,6.160400153021328e-05,1000,4
COMM,30,0.06,uniform_1_9,BI_DIJKSTRA,,6.0,,3.137499879812822e-05,1000,1
COMM,30,0.06,uniform_1_9,DIJKSTRA,,6.0,,3.464600376901217e-05,1000,2
COMM,30,0.06,uniform_1_9,A*,,6.0,,4.081300357938744e-05,1000,3
COMM,30,0.06,uniform_1_9,ALT,,6.0,,6.747900260961615e-05,1000,4
COMM,30,0.06,uniform_1_9,BI_DIJKSTRA,,12.0,,3.139549880870618e-05,1000,1
COMM,30,0.06,uniform_1_9,DIJKSTRA,,12.0,,3.5208999179303646e-05,1000,2
COMM,30,0.06,uniform_1_9,A*,,12.0,,4.120800076634623e-05,1000,3
COMM,30,0.06,uniform_1_9,ALT,,12.0,,6.593750367756002e-05,1000,4
COMM,30,0.1,uniform_1_9,BI_DIJKSTRA,,3.0,,2.3771004634909332e-05,1000,1
COMM,30,0.1,uniform_1_9,DIJKSTRA,,3.0,,5.068750397185795e-05,1000,2
COMM,30,0.1,uniform_1_9,A*,,3.0,,5.597899871645495e-05,1000,3
COMM,30,0.1,uniform_1_9,ALT,,3.0,,5.6645498261787e-05,1000,4
COMM,30,0.1,uniform_1_9,BI_DIJKSTRA,,6.0,,2.6457997591933236e-05,1000,1
COMM,30,0.1,uniform_1_9,DIJKSTRA,,6.0,,3.954150452045724e-05,1000,2
COMM,30,0.1,uniform_1_9,A*,,6.0,,4.587549847201444e-05,1000,3
COMM,30,0.1,uniform_1_9,ALT,,6.0,,5.939550101174973e-05,1000,4
COMM,30,0.1,uniform_1_9,BI_DIJKSTRA,,12.0,,2.8958500479348004e-05,1000,1
COMM,30,0.1,uniform_1_9,DIJKSTRA,,12.0,,3.7687499570893124e-05,1000,2
COMM,30,0.1,uniform_1_9,A*,,12.0,,4.3833500967593864e-05,1000,3
COMM,30,0.1,uniform_1_9,ALT,,12.0,,6.158350151963532e-05,1000,4
COMM,30,0.14,uniform_1_9,BI_DIJKSTRA,,3.0,,2.8458001906983554e-05,1000,1
COMM,30,0.14,uniform_1_9,ALT,,3.0,,5.92085016251076e-05,1000,2
COMM,30,0.14,uniform_1_9,DIJKSTRA,,3.0,,6.135399962658994e-05,1000,3
COMM,30,0.14,uniform_1_9,A*,,3.0,,6.654149910900742e-05,1000,4
COMM,30,0.14,uniform_1_9,BI_DIJKSTRA,,6.0,,2.4166998628061265e-05,1000,1
COMM,30,0.14,uniform_1_9,DIJKSTRA,,6.0,,5.1875002100132406e-05,1000,2
COMM,30,0.14,uniform_1_9,ALT,,6.0,,5.720849731005728e-05,1000,3
COMM,30,0.14,uniform_1_9,A*,,6.0,,5.7583500165492296e-05,1000,4
COMM,30,0.14,uniform_1_9,BI_DIJKSTRA,,12.0,,2.735450107138604e-05,1000,1
COMM,30,0.14,uniform_1_9,DIJKSTRA,,12.0,,4.6437500714091584e-05,1000,2
COMM,30,0.14,uniform_1_9,A*,,12.0,,5.306200182531029e-05,1000,3
COMM,30,0.14,uniform_1_9,ALT,,12.0,,5.733300349675119e-05,1000,4
COMM,60,0.06,uniform_1_9,BI_DIJKSTRA,,3.0,,3.9582999306730926e-05,1000,1
COMM,60,0.06,uniform_1_9,ALT,,3.0,,8.23955015221145e-05,1000,2
COMM,60,0.06,uniform_1_9,DIJKSTRA,,3.0,,0.00011652049943222664,1000,3
COMM,60,0.06,uniform_1_9,A*,,3.0,,0.00012597899694810621,1000,4
COMM,60,0.06,uniform_1_9,BI_DIJKSTRA,,6.0,,3.7791498471051455e-05,1000,1
COMM,60,0.06,uniform_1_9,ALT,,6.0,,7.589599772472866e-05,1000,2
COMM,60,0.06,uniform_1_9,DIJKSTRA,,6.0,,9.856299584498629e-05,1000,3
COMM,60,0.06,uniform_1_9,A*,,6.0,,0.00011160400026710704,1000,4
COMM,60,0.06,uniform_1_9,BI_DIJKSTRA,,12.0,,4.1146002331515774e-05,1000,1
COMM,60,0.06,uniform_1_9,ALT,,12.0,,8.07705000624992e-05,1000,2
COMM,60,0.06,uniform_1_9,DIJKSTRA,,12.0,,8.737500320421532e-05,1000,3
COMM,60,0.06,uniform_1_9,A*,,12.0,,9.770850010681897e-05,1000,4
COMM,60,0.1,uniform_1_9,BI_DIJKSTRA,,3.0,,5.195849735173397e-05,1000,1
COMM,60,0.1,uniform_1_9,ALT,,3.0,,0.00010877099703066051,1000,2
COMM,60,0.1,uniform_1_9,DIJKSTRA,,3.0,,0.0001619789945834782,1000,3
COMM,60,0.1,uniform_1_9,A*,,3.0,,0.00017168750127893873,1000,4
COMM,60,0.1,uniform_1_9,BI_DIJKSTRA,,6.0,,4.6645498514408246e-05,1000,1
COMM,60,0.1,uniform_1_9,ALT,,6.0,,9.281250095227733e-05,1000,2
COMM,60,0.1,uniform_1_9,DIJKSTRA,,6.0,,0.00013462499919114634,1000,3
COMM,60,0.1,uniform_1_9,A*,,6.0,,0.00014822899902355857,1000,4
COMM,60,0.1,uniform_1_9,BI_DIJKSTRA,,12.0,,4.712500231107697e-05,1000,1
COMM,60,0.1,uniform_1_9,ALT,,12.0,,8.924999929149635e-05,1000,2
COMM,60,0.1,uniform_1_9,DIJKSTRA,,12.0,,0.00011808349881903268,1000,3
COMM,60,0.1,uniform_1_9,A*,,12.0,,0.00013129200306138955,1000,4
COMM,60,0.14,uniform_1_9,BI_DIJKSTRA,,3.0,,6.39375030004885e-05,1000,1
COMM,60,0.14,uniform_1_9,ALT,,3.0,,0.00013458299508783966,1000,2
COMM,60,0.14,uniform_1_9,A*,,3.0,,0.00020574999871314503,1000,3
COMM,60,0.14,uniform_1_9,DIJKSTRA,,3.0,,0.00021337500220397487,1000,4
COMM,60,0.14,uniform_1_9,BI_DIJKSTRA,,6.0,,5.743700239690952e-05,1000,1
COMM,60,0.14,uniform_1_9,ALT,,6.0,,0.00011145800090162084,1000,2
COMM,60,0.14,uniform_1_9,DIJKSTRA,,6.0,,0.0001707914962025825,1000,3
COMM,60,0.14,uniform_1_9,A*,,6.0,,0.0001739370018185582,1000,4
COMM,60,0.14,uniform_1_9,BI_DIJKSTRA,,12.0,,5.6417000450892374e-05,1000,1
COMM,60,0.14,uniform_1_9,ALT,,12.0,,0.00010441700214869343,1000,2
COMM,60,0.14,uniform_1_9,DIJKSTRA,,12.0,,0.00014960400221752934,1000,3
COMM,60,0.14,uniform_1_9,A*,,12.0,,0.00015779200111865066,1000,4
COMM,120,0.06,uniform_1_9,BI_DIJKSTRA,,3.0,,8.581249494454823e-05,1000,1
COMM,120,0.06,uniform_1_9,ALT,,3.0,,0.0002001249995373655,1000,2
COMM,120,0.06,uniform_1_9,DIJKSTRA,,3.0,,0.00040074950084090233,1000,3
COMM,120,0.06,uniform_1_9,A*,,3.0,,0.00040206250196206383,1000,4
COMM,120,0.06,uniform_1_9,BI_DIJKSTRA,,6.0,,7.756249760859646e-05,1000,1
COMM,120,0.06,uniform_1_9,ALT,,6.0,,0.0001564370031701401,1000,2
COMM,120,0.06,uniform_1_9,DIJKSTRA,,6.0,,0.00031687499722465873,1000,3
COMM,120,0.06,uniform_1_9,A*,,6.0,,0.00033256250026170164,1000,4
COMM,120,0.06,uniform_1_9,BI_DIJKSTRA,,12.0,,7.677100074943155e-05,1000,1
COMM,120,0.06,uniform_1_9,ALT,,12.0,,0.00014252049732021987,1000,2
COMM,120,0.06,uniform_1_9,DIJKSTRA,,12.0,,0.00028533349905046634,1000,3
COMM,120,0.06,uniform_1_9,A*,,12.0,,0.00030506300026900135,1000,4
COMM,120,0.1,uniform_1_9,BI_DIJKSTRA,,3.0,,0.00012025000251014717,1000,1
COMM,120,0.1,uniform_1_9,ALT,,3.0,,0.00030314600007841364,1000,2
COMM,120,0.1,uniform_1_9,A*,,3.0,,0.000503562499943655,1000,3
COMM,120,0.1,uniform_1_9,DIJKSTRA,,3.0,,0.0005839794976054691,1000,4
COMM,120,0.1,uniform_1_9,BI_DIJKSTRA,,6.0,,0.00010654150173650123,1000,1
COMM,120,0.1,uniform_1_9,ALT,,6.0,,0.00022502099818666466,1000,2
COMM,120,0.1,uniform_1_9,A*,,6.0,,0.00046368749826797284,1000,3
COMM,120,0.1,uniform_1_9,DIJKSTRA,,6.0,,0.00047862500287010334,1000,4
COMM,120,0.1,uniform_1_9,BI_DIJKSTRA,,12.0,,0.0001030415041896049,1000,1
COMM,120,0.1,uniform_1_9,ALT,,12.0,,0.00021285399998305365,1000,2
COMM,120,0.1,uniform_1_9,A*,,12.0,,0.00039452100099879317,1000,3
COMM,120,0.1,uniform_1_9,DIJKSTRA,,12.0,,0.0004028959992865566,1000,4
COMM,120,0.14,uniform_1_9,BI_DIJKSTRA,,3.0,,0.00015843750225030817,1000,1
COMM,120,0.14,uniform_1_9,ALT,,3.0,,0.00040625000110594556,1000,2
COMM,120,0.14,uniform_1_9,A*,,3.0,,0.0006336874976113904,1000,3
COMM,120,0.14,uniform_1_9,DIJKSTRA,,3.0,,0.0007913125009508803,1000,4
COMM,120,0.14,uniform_1_9,BI_DIJKSTRA,,6.0,,0.0001230000016221311,1000,1
COMM,120,0.14,uniform_1_9,ALT,,6.0,,0.00031475000287173316,1000,2
COMM,120,0.14,uniform_1_9,A*,,6.0,,0.0005343750017345883,1000,3
COMM,120,0.14,uniform_1_9,DIJKSTRA,,6.0,,0.0006185624952195212,1000,4
COMM,120,0.14,uniform_1_9,BI_DIJKSTRA,,12.0,,0.00012327099830145016,1000,1
COMM,120,0.14,uniform_1_9,ALT,,12.0,,0.00027379200037103146,1000,2
COMM,120,0.14,uniform_1_9,A*,,12.0,,0.0004830209982173983,1000,3
COMM,120,0.14,uniform_1_9,DIJKSTRA,,12.0,,0.0005294170005072374,1000,4
COMM,240,0.06,uniform_1_9,BI_DIJKSTRA,,3.0,,0.0002176454981963616,1000,1
COMM,240,0.06,uniform_1_9,ALT,,3.0,,0.0007792290016368497,1000,2
COMM,240,0.06,uniform_1_9,A*,,3.0,,0.0012115620047552511,1000,3
COMM,240,0.06,uniform_1_9,DIJKSTRA,,3.0,,0.0014399790015886538,1000,4
COMM,240,0.06,uniform_1_9,BI_DIJKSTRA,,6.0,,0.00017012500029522926,1000,1
COMM,240,0.06,uniform_1_9,ALT,,6.0,,0.0005336249996616971,1000,2
COMM,240,0.06,uniform_1_9,A*,,6.0,,0.0010170415043830872,1000,3
COMM,240,0.06,uniform_1_9,DIJKSTRA,,6.0,,0.001098687502235407,1000,4
COMM,240,0.06,uniform_1_9,BI_DIJKSTRA,,12.0,,0.00017689599553705193,1000,1
COMM,240,0.06,uniform_1_9,ALT,,12.0,,0.0004787909965671133,1000,2
COMM,240,0.06,uniform_1_9,A*,,12.0,,0.0009421249997103587,1000,3
COMM,240,0.06,uniform_1_9,DIJKSTRA,,12.0,,0.0009761455003172159,1000,4
COMM,240,0.1,uniform_1_9,BI_DIJKSTRA,,3.0,,0.0003036044981854502,1000,1
COMM,240,0.1,uniform_1_9,ALT,,3.0,,0.001054103999194922,1000,2
COMM,240,0.1,uniform_1_9,A*,,3.0,,0.0015766665019327775,1000,3
COMM,240,0.1,uniform_1_9,DIJKSTRA,,3.0,,0.002196937501139473,1000,4
COMM,240,0.1,uniform_1_9,BI_DIJKSTRA,,6.0,,0.000257937495916849,1000,1
COMM,240,0.1,uniform_1_9,ALT,,6.0,,0.0008660420025989879,1000,2
COMM,240,0.1,uniform_1_9,A*,,6.0,,0.0013607085020339582,1000,3
COMM,240,0.1,uniform_1_9,DIJKSTRA,,6.0,,0.0017122914978244808,1000,4
COMM,240,0.1,uniform_1_9,BI_DIJKSTRA,,12.0,,0.0002406249986961484,1000,1
COMM,240,0.1,uniform_1_9,ALT,,12.0,,0.0006306465038505848,1000,2
COMM,240,0.1,uniform_1_9,A*,,12.0,,0.0011984789962298237,1000,3
COMM,240,0.1,uniform_1_9,DIJKSTRA,,12.0,,0.0014241249991755467,1000,4
COMM,240,0.14,uniform_1_9,BI_DIJKSTRA,,3.0,,0.0003558335010893643,1000,1
COMM,240,0.14,uniform_1_9,ALT,,3.0,,0.0014133955010038335,1000,2
COMM,240,0.14,uniform_1_9,A*,,3.0,,0.001759145496180281,1000,3
COMM,240,0.14,uniform_1_9,DIJKSTRA,,3.0,,0.002965687497635372,1000,4
COMM,240,0.14,uniform_1_9,BI_DIJKSTRA,,6.0,,0.00032570850089541636,1000,1
COMM,240,0.14,uniform_1_9,ALT,,6.0,,0.0010647290000633802,1000,2
COMM,240,0.14,uniform_1_9,A*,,6.0,,0.0016501250029250514,1000,3
COMM,240,0.14,uniform_1_9,DIJKSTRA,,6.0,,0.002338979498745175,1000,4
COMM,240,0.14,uniform_1_9,BI_DIJKSTRA,,12.0,,0.0003151874952891376,1000,1
COMM,240,0.14,uniform_1_9,ALT,,12.0,,0.0008900835018721409,1000,2
COMM,240,0.14,uniform_1_9,A*,,12.0,,0.0015111875000002328,1000,3
COMM,240,0.14,uniform_1_9,DIJKSTRA,,12.0,,0.00198156199985533,1000,4
